用户ID,评论内容,会员级别,点赞数,回复数,得分,购买时间,手机型号
12608268428,京东物流很给力，手机真的好用啊，流畅，而且待机时间好长呀，黑边框还好，屏幕分辨率感觉不出来，但是手机是真的厚，带上保护壳后更厚了！,PLUS会员,5,1,5,02/04/2019 23:15,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12115145590,买这款手机的时候我还担心会太大，真机一到手刚好合适，颜色也超级好看，至少大家说的黑边框完全可以忽略，真的很上档次，由于还没有买手机模和手机套，手机还设有有@，用一段时间再来评价,PLUS会员,0,0,5,11/11/2018 18:33,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12282946043,很喜欢的红色，这款刚好还是特别版。双12领了500劵，取消了指纹face id也是很不错的，比8会稍微重点但是正好是喜欢的手感，拍照也很好看，重点是还可以双卡双待，外观内置都很喜欢,金牌会员,0,0,5,20/12/2018 12:45,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12812331904,给老婆买的，很喜欢！系统很流畅，做工很精细，续航能力很满意，外放音质挺好的！像素也不错！要说不满意就是4G信号不怎么稳定，不知道是不是都这样！,钻石会员,2,0,5,27/05/2019 23:09,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12383253427,用了好几天才来评价的，之前一直用的安卓，第一次用苹果手机，非常流畅，ios系统果然不错！信号还行，没有说信号很差的情况，屏幕清晰度没有问题，反正我看不出来颗粒感，屏幕我感觉ok.电池也很耐用，就是原装充电器充电太慢了，立体扬声器音质很赞，外放效果很好，总之xr值得拥有！真香机！,PLUS会员,6,1,5,17/01/2019 20:52,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12610968627,感觉不错 分辨率问题不用担心 看不出来的 续航也很强 iOS系统一如既往的棒 对双摄无感 不介意跑马边框的话很合适,钻石会员,2,3,5,03/04/2019 19:14,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12536487332,三八节活动买给妈妈的礼物，整体流畅度不错，现有的功能也足够妈妈来使用，对拍照和屏幕显示要求不高的。珊瑚色颜色很特别，也很好看。妈妈很喜欢。屏幕边缘的黑框看着也还好，128G容量日常使用足够的。说的信号问题也没有遇到，通话清晰。双卡双待也不用再沉甸甸装俩手机了。,PLUS会员,2,1,5,12/03/2019 18:28,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12442751344,非常好，使用很流畅，双卡双待，就是等待苹果系统更新电信的高清通话，待机时间很持久，比xs系列还要好，选择适合自己的就行，总体来说还是很推荐的。,金牌会员,3,1,5,10/02/2019 10:03,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12579934739,已使用5天才来评价，7P换新，首先经过官网认证是正品，保修信息很完整，机子大小挺顺手的，手感不错，系统一如既往的强大，内存足够反应快，大红色很喜欢，满意,PLUS会员,1,0,5,25/03/2019 20:44,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12444804208,emmm 犹豫了很久买哪一款 就像大家说的 有钱就买最贵的 没钱就买性价比最高的 个人觉得用起来真不错 大概是我的小6用了很久了 屏幕分辨率确实会略微差一点 但完全不影响 画面也很好看 手机电池 我上班的话 两天充一次完全OK 而且黑色也很好看 至于黑色边边 我觉得也完全可以接受 很好 终于换新手机了 开心,铜牌会员,2,2,5,11/02/2019 11:59,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12426330748,本命年来个红色非常合适，当你真正用起来的时候，只想说一句&ldquo;真香&rdquo;！感觉边框越来越窄了，没有3d touch也无所谓了，ppi跟小iPhone6，7，8一样，也无所谓了，又是LCD屏不频闪对近视散光患者极度友好，晚上随便玩，续航也很好，京东配送又这么快，宁愿多掏200也不去猫宁上5588等期货了！就是一个字美！年底这波操作很是满意,PLUS会员,15,8,5,30/01/2019 17:15,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12815590041,iPhoneX换到XR，觉得这款手机很棒！黑边框问题其实真的没有很严重，习惯了就还好。A12处理器很流畅，最重要的是这款手机双卡双待，日常使用和旅行都非常使用！手机正在回复备份，真的很满意很喜欢！,PLUS会员,0,1,5,28/05/2019 20:09,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12377451421,无敌的续航，处理器的高级也让使用极为流畅，最关键是最近进入降价通道，性价比很高，所谓大边框完全感觉不出来，京东送货就是快，很满意，红色挺好看,PLUS会员,1,2,5,16/01/2019 09:52,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12784414477,物流很快，宝贝的质量也很好，包裹的封口有京东的标志，应该是经过京东方面的检测，应该是正品吧，回来后自己激活，用上的感觉还是可以的，暂时给5星好评，过几个月后再来追评。,金牌会员,0,0,5,20/05/2019 16:57,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12872594896,前一天晚上下单的，第二天中午就收到了。手机很不错，手感可以，黑色很好看，苹果的系统一直很流畅，用段时间再追评,银牌会员,1,0,5,11/06/2019 09:15,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12169662895,"机身看起来其实没有照片拍的那么廉价 还是很漂亮的 从6s换过来
 第一感觉是重了很多很多 机身也打了很多很多  边框第一感觉也很宽 没了3d touch还是不太习惯的 不过还是很不错的iphone 应该是先比同年其他两款机型性价比最高的了 6s之前的机型还是建议升级的",PLUS会员,6,0,5,21/11/2018 18:15,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12827985692,iPhone的高颜值也高可靠性一直以来都是最好的，xr也不例外！大小和6plus类似，屏幕素质相当好，眼睛看着不酸不涨不难受！操作流畅！移动-电信双卡使用完全正常。,PLUS会员,0,0,5,01/06/2019 07:49,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12647401433,第一次在京东上购买苹果手机，5498买的，真香?128g内存，黑色的耐看，系统超级流畅，最强的A12处理器，最强的单摄，人脸解锁超快，夜间也能轻松识别，史上续航时间最长的iPhone，重要的是能双卡双待，信号也挺好的，没有传言中那么差，哈哈,金牌会员,1,0,5,14/04/2019 11:24,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12475693092,20号下单 21号早9点半就到了。速度太快了 哈哈 第一次网上买苹果   从6sp换到xr的  感觉不要太好用哦  喜欢  除了边框黑条其他的超级满意 ??  还有快递包装也好看 哈哈  。,铜牌会员,1,0,5,22/02/2019 02:20,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12862524761,"手机非常好用，颜色很漂亮哦！双卡双待功能简直太赞啦！手机电池?也特别给力，之前使用IPhone X一天需要充电两次，XR白天使用率很高的情况下，还能坚持到晚上十点多，居然还有20%的电量?。
关于电池发热的情况，只有昨天下午在太阳底下拍照?，就明显觉得屏幕很烫，其他时候都没有这个现象。真心物超所值哦！大爱这款苹果手机?～",金牌会员,1,0,5,08/06/2019 21:10,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12391418426,从iPhone6S Plus升级到XR，更大的屏占比，更好的续航，更好的相机。黄色很骚气，也很耐看。与XS一样的A12，已经满足了。,PLUS会员,4,1,5,20/01/2019 11:27,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12857817418,说重点，黑边真的没那么夸张！单射完全够用！分辨率也不错！再说现在性价比已经很高了！推荐大家购买！趁现在有活动！,PLUS会员,0,1,5,07/06/2019 17:15,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12616122094,"看了一下全网，京东真的最便宜。用半个月使用评测下，边框真的用起来不会明显，续航中度使用一天一-充绝对没问题，单个摄像头能撑过去，男生单手操作还是可以的。最喜欢的就是双喇叭的音效，录视频播放出来真的很不错。现在XR的性价比真的很不错,可以入手!担心边框的可以入手自己用了才明白不像说的那么夸张",PLUS会员,1,2,5,05/04/2019 12:08,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12429091049,超激动。有货了就下单了，我之前的华为p10plus的摄像头坏了，所以就换回iPhonexr。这个价位比较合理。而且系统操作流畅度很好。屏幕显示也很棒。推荐推荐，之前给我老妈买了，就超级喜欢。,PLUS会员,1,2,5,31/01/2019 18:01,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12599157859,特意用了两天才来评论的。挺好的。分辨率可以接受的。几乎看不出来有不一样。性价比很高。也是纠结了很久。看到网上的评论。什么分辨率。大黑边。什么的。根本不影响。完全可以接受。很满意的一次购物。官网正品。全部检测了。安兔兔评分也跑了35w+，手机来讲仅次于max，特别的流畅。电池用起来也可以。用一天基本没问题。我总没事休闲游戏一下。可以用一天。红色很美。机身圆润。很开心的一次购物，用一段时间再来追评。真香～～哈哈哈,金牌会员,1,1,5,31/03/2019 14:01,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12151693931,"黑边没有传说的那么夸张，很有质感
还是ios好用，羡慕安卓的一些功能，几次从苹果换安卓，用不了半年又要换回苹果.
LCD屏挺好，不会那么艳，保持了苹果一直以来的水准
face id好用，横着也能识别
拍照功能很够用
内存64，给我也很够
关键续航能力不错，中度使用一天半没问题",PLUS会员,13,0,5,17/11/2018 22:44,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12154598355,电池续航能力比iphone6 plus强多了，XR厚重些，屏幕夜间看不晃眼。边框能接受，运行速度很快。面部识别很好用。,钻石会员,5,1,5,18/11/2018 16:06,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12417768447,本来是试试的心态抢的，结果抢到了。苹果手机的系统没话说，非常的流畅。黑边有点大，不过确实确实不是很影响。最让我吃惊的是外放的音质非常的好，惊艳到了。5399.128g觉得价格也到位了。电池感觉不错，比以前用的6splus时间长多了。,银牌会员,28,10,5,27/01/2019 21:09,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12292633147,哈哈哈哈只能说真香，7P换过来的，99新7P给妈妈用了，XR到手几个小时恢复了备份，没发现有啥问题，传说中的超级续航还没体验到。我不打游戏，平时日常生活学习用感觉挺好的。屏幕没有颗粒感，边框习惯了还觉得很**帅，真香真香,钻石会员,10,2,5,23/12/2018 01:16,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12849670995,一号到手的，工作需要两个卡，从6s到xr，用了一个礼拜了，感觉还不错?喜欢苹果的系统。6s用了三年多了，到现在为止还很流畅，可惜内存太小了，只有16g工作中很不方便，所以就趁着现在的活动入手了。,钻石会员,0,1,5,05/06/2019 17:01,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12411575854,非常不错很是喜欢  各个功能都试了正常 激活也查了没任何问题 以后好好爱惜用个几年没问题,银牌会员,4,0,5,26/01/2019 00:33,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12510454539,?红颜值爆表美得让人爱不释手?面容解锁替代指纹也非常便捷，有了它支付安全保障无忧啦！最最吸引我的要数双卡双待了，这样设计平时可以少带一个手机，这样一只集所有需求于一身的XR必须五星好评哒?,PLUS会员,0,0,5,04/03/2019 21:32,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12819743219,XR的屏幕看着超级舒服啊，特别是使用备忘录及page协作的时候。相机拍照效果也挺不错，整体使用不错。用的物流更是没话说，全新的正品一种品质值得信赖。,铜牌会员,1,0,5,29/05/2019 21:34,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12435592541,xr使用三天了，整体感觉很好 电池续航真的很棒 手机很耐电 屏幕看起来很舒服，分辨率差没感觉出来，珊瑚色很好看，但收到的一瞬间想换黑色?黑边确实有点宽机身也有点厚但使用起来完全也可以忽略掉,铜牌会员,5,4,5,03/02/2019 19:40,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12363305840,使用质感很好，厚厚实实。红色特别漂亮，有种马自达魂动红的美感。哈哈。喜欢,PLUS会员,0,0,5,12/01/2019 09:18,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12426283219,"京东是真的快 检查了下 应该是原封机器 包装也完好
之前的7p掉了 现在重新买回iPhone face id体验完全不同
感觉ios12真的非常流畅",金牌会员,0,0,5,30/01/2019 16:58,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12842602124,iPhone XR升级到更大的6.1英寸Liquid Retina，官方的名称是全新 Liquid 视网膜显示屏，屏幕沿用了LCD材质，分辨率为1792*828，提供了行业内最精准的色彩显示，并支持P3广色域和Ture Tone原彩显示技术。经过体验下来，我们还是能够体会到苹果调教的LCD屏幕素质实力还是非常过硬的，这块屏幕称得上是目前为止，业界最好的LCD屏幕之一。,PLUS会员,1,0,5,04/06/2019 08:40,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12400608720,手机收到了，前面纠结8p结果都下单了，看到降价了还有免息分期活动，果断退了，买了这款手机，非常满意，颜色好看，很喜欢！京东商城购物值得推荐！必须好评！,PLUS会员,0,0,5,22/01/2019 20:55,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12750625842,性价比王其他大小感觉刚好不大不小女生也是显示效果：不错运行速度：快通信音质：优秀电池续航：完美拍照效果：漂亮拍照效果：很好显示效果：不错运行速度：快其他特色：还可以通信音质：够大电池续航：很好正品发货迅速，非常的即使，而且是历史最~，非常实惠，良心卖家，耶耶耶耶耶耶。手机非常流畅，反应速度非常敏捷，屏幕清晰，大内存。手机游戏速度无敌，太高了了吧。简直是福利机器。嗯嗯嗯嗯嗯语无伦开心,PLUS会员,2,1,5,11/05/2019 13:42,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12529702749,越来越香，红色很正，而且还是公益事业款。屏幕色彩自然，依然是高水准。拍摄视频可以说是vlog神器，最新的各种ar也是很舒服，总体来说苹果还是目前当之无愧的王者。,PLUS会员,0,0,5,10/03/2019 19:27,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12052516895,非常完美，重手感特别好 不像网上说的那么坏，后面摄像头 很大特别好看，厚一点我觉得很好 今天刚收到 买的壳和膜在路上 哈哈，很喜欢 希望对买的人有帮助，有什么想问的可以问我，不要听黑粉的，,钻石会员,23,43,5,28/10/2018 11:04,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12412559404,个人感觉xr非常好 运行速度没得说 拍照也没问题 屏幕也没有别人说的那么鸡肋 4999的价格买到还是感觉比较合适的 电池续航能力很强大！ 玩游戏什么的也毫无压力！,银牌会员,1,3,5,26/01/2019 12:11,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12859664196,物流是一如既往的给力，年度真香机使用也很不错。信号这东西，在城里是够用了，回老家再看吧，目前看来是不如小8信号好,PLUS会员,0,0,5,08/06/2019 09:11,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12431265328,"6s换成xr，非常好，使用两周左右感觉非常好，电池续航好好好，屏幕不累眼，速度快，128内存不大不小正好，下载完各种软件后还剩90多G,后顾无忧随便存，满意满意非常满意，使用中完全感觉不到什么大黑边什么大留海，总之推荐推荐",银牌会员,19,1,5,01/02/2019 16:34,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12379143018,最想说的是电池续航，简直给力。出去玩拍了一天的视频，中间不充电还能剩30，对苹果来说简直奇迹！骚黄的外观非常得意，裸机党拿在手上无论手感外观都让我感到舒适。运行速度必然没话说。除了单摄像头不能对物体背景虚化，以及没有3Dtouch带来的一小点不便，其他都很满意，性价比非常的高。,银牌会员,10,2,5,16/01/2019 17:40,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12700519113,上手盘了一晚上缺数非常好用，相比之前用的iphone6S的提升真的很大，网上各类测评只看参数纯粹是扯淡的，只有实际用了才感觉到新一代IPHONEXR仍然是非常用心之作，特别是很多使用的细节操作，比如震动回馈都非常细节，最#的感受是立体声效果，放歌时听筒承担了喇叭的作用，还有拍照、高速人脸识别、程序响应速度飞快、屏幕色调和亮度非常润眼、操作手感、待机时间等等，手感舒适，在这个价位绝对是值了！,PLUS会员,2,0,5,28/04/2019 00:00,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12443096482,以前用过苹果5S苹果七，换了几台安卓感觉不好，于是又想用回苹果，苹果XR又厚又重，黑边又大，黑边倒是没多大关系，就是厚和重让手感很不好，屏幕显示很好就是不够细腻，续航很好很好和我上一台安卓3600毫安的使用差不多，花大价钱买的苹果我觉得很值得，我喜欢它的系统，无论是很流畅还是图标我都很喜欢很喜欢，感觉是艺术，很细腻，很精致，感觉当年开发这个系统的人和团队很认真很细心的去对待，开发，设计，我很喜欢这种对待造手机造系统的精神，由此我很欣赏，很荣幸能用到这样的系统。,钻石会员,10,7,5,10/02/2019 13:17,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12704293426,系统流畅，面容识别很方便，真香机，哈哈，真的，什么屏幕黑边真的不重要，适合的才最好,PLUS会员,3,0,5,28/04/2019 22:33,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12392297442,京东年货节买的，之前和老婆用的是6s和6sp，用了三年半，其他没问题，就电池不行，常常遇冷关机，很烦燥。这次看到打折，果断狠下心买了两台，一红一黑，确实价格很划算，之前看网上说xr很厚重、边框宽、分辨率有问题，在买之前特意去线下专卖店体验了一下手感，个人感觉没网上说的那么差，也许是因为我从6S直接换xr的原因吧，感觉这个机器性价比很高，也也不知道为啥身边没有用xr的，奇怪。第一天晚上10点半买的，第二天就到了，果断拆机，机器没问题，第一感觉运行很流畅，电池很经用，先用一段时间看吧。,金牌会员,6,3,5,20/01/2019 15:46,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12721661725,老爹的6P丢了，只能再买个给他，苹果还是很简单的，适合爸妈使用，给妈妈买的小米，老是被各种后台装软件，安卓的权限管理混乱，给各种#留下的趁虚而入的漏洞呀,PLUS会员,1,0,5,03/05/2019 21:14,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12616479762,除了就是黑边框粗了一点，机型重量不轻。其他方面是非常满意。系统流畅度体验很好。现价入手，性价比最高。很值。,银牌会员,0,0,5,05/04/2019 14:14,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12476203219,正品，家中领导已经在使用了，非常满意。和描述一致，无须赘述，目前没有发现不妥之处。,PLUS会员,4,1,5,22/02/2019 09:58,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12445744656,蓝色特别好看！而且黑边感觉也还能接受。。打游戏挺爽的，只有一点点温度。720p只有在打游戏的时候看得出差别，音效比我的7p好太多！拍照也很赞。总得来说，挺不错的手机！,钻石会员,6,0,5,11/02/2019 19:25,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12142637141,屏幕很清晰，没有颗粒感。双卡双待很实用。蓝色很漂亮。电池很耐用，我用过的iphone里续航最持久的。这些都是实际使用感受，想买的朋友最好去体验一下，网上****大都很主观。,PLUS会员,4,1,5,16/11/2018 10:10,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12851833467,给老爸买的，还不错，之前老爸用6sp，换了这个xr还得适应下~手机速度还是很快的~玩游戏也很流畅，没发现卡顿现象，边框也没有很大，照相也很不错，人像模式很清晰！屏幕比我的x还大。总之，我爸很满意！！！,PLUS会员,1,1,5,06/06/2019 08:43,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12440895511,"手机使用非常顺畅，iOS12的系统界面也非常棒，续航给力,大小正好，拍照功能强大，就是显示屏如果分辨率高一些，用上oled就好了。产品质量非常好，总体性价比高。",金牌会员,12,0,5,08/02/2019 22:36,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12439786147,好看！大小刚刚好 手感也很不错 而且黑色更好看的呢 很好用拍照也很清晰 超喜欢人像模式的啊 拍出来很高级！实在是太喜欢了 而且满减也很实在实在的价格的额～总之赚到啦 很喜欢～送货小哥态度也超级好！喜欢京东速度非常快,钻石会员,6,0,5,07/02/2019 23:55,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12391017452,手机像素没有网上说的那么差，很护眼.看着也舒服，大爱，很漂亮,银牌会员,0,0,5,20/01/2019 09:34,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12538346131,"老爸的6s只有16g不够用，给他换了个xr
说实在的，我自己平时用xsmax，这xr上手没感觉边框有多宽，一样的cpu，系统一样的流畅，单摄也是一样规格的摄像头，相当不错
反正我爸很喜欢就是了",PLUS会员,35,8,5,13/03/2019 11:03,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12418643840,系统一如既往的好用，确实在平滑度上远超安卓，但电池和充电功率，哎，真是**。如果你已经用惯了3000a以上的电池和20+w快充，用回苹果会觉得充电真是折磨,PLUS会员,4,3,5,28/01/2019 09:03,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12856818072,"对于手机来说，绝对是美滋滋
之前各种担忧，但苹果的系统是最不让人操心的，简简单单，没有花里胡哨的东西，特别好。白色很好看终于可以跟三星旗舰说再见了
但
京东的包装真的是&hellip;就一个空盒子，啥都没有，指不定路上怎么甩来甩去摔来摔去&hellip;",金牌会员,0,0,5,07/06/2019 12:39,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12182622695,续航真的是我见过iPhone手机里最牛的啦，以前上班是随时插着充电宝玩，现在几乎不用充电就能坚持一天！运行速度很给力，任何游戏感觉都非常流畅！这款手机真的被埋没了！,PLUS会员,0,0,5,24/11/2018 21:54,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12486161696,京东物流很快 晚上拍第二天早上就收到了，非常好 ，价格还行，就行分期利息比较贵，可惜 ，蓝色很漂亮，很喜欢，手机现在看视频和放歌上面和下面都可以出声音 像3d环绕一样 很舒服 ，电量续航也很爽 就是原装充电线很慢 ，重新上官网买了usbc转闪电的接口线和插头，很快，很舒服,PLUS会员,8,0,5,25/02/2019 12:58,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12717204229,手机手感非常不错 大黑边对我来说没啥影响 颜色很奶思 音质好立体声那种 屏幕分辨率也不错 可以把原彩关了 信号挺好的 网速啥的都没有影响 拿在手里挺有分量的 快递速度也很快 好评好评,注册会员,2,0,5,02/05/2019 16:16,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12692438384,京东速度那真的是飞一般的速度，昨天下单今天就到，首先说一下手机，做工真的没得说，手感好比一般手机重，这样我才觉得有手感，至于黑边习惯便好，系统流畅，由于是第一次使用苹果，很多东西还在摸索，电池中度使用一天足够。在京东已经是买了四个手机了，从没让我失望过，相信京东，希望京东越来越好！,银牌会员,0,0,5,25/04/2019 21:42,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12442439933,全面屏的手机还不错，没有指纹解锁，运行速度很快，ios12，虽然只有一个摄像头但拍照也很清，人脸识别也很快，一看就能解锁。打游戏吃鸡非常流畅。但是初一的准时达第二天才到，春节期间可以理解。,银牌会员,9,1,5,09/02/2019 23:20,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12480712878,"iPhoneXR为6.1寸1792 x 828 像素分辨率，326 ppi的LCD屏，iPhoneXS为5.8寸2436 x 1125 像素分辨率，458 ppi的OLED屏，iPhoneXS MAX为6.5寸2688 x 1242 像素分辨率，458 ppi的OLED屏，从参数上来看XR的屏幕分辨率算是开倒车了，不过也达到了乔帮主当初对视网膜屏326ppi的水平，并且XR的这块LCD屏的素质也非常强悍，是目前最好的手机LCD屏。 
毕竟也是三款最新手机里最便宜的，性价比超高，双卡双待待机长等，都是靓点，强推荐！！！",PLUS会员,4,2,5,23/02/2019 16:51,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12310860223,快递神速，第二天就到了。包装完好，有绿标，拆封手机表面整洁无气泡，背面也是，周围缝隙也ok，并无明显瑕疵。开机@，手感、速度均良好，信号也没啥问题。,PLUS会员,3,0,5,28/12/2018 00:38,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12106379569,京东购物真是爽！物流超级快！手机很好，没有任何问题。续航时间长，玩游戏也不发热，运行流畅，之前用的SE，现在用XR，没感觉到分辨率不适应，网上流传的颗粒感纯属扯淡。黑边也没影响，那么一点点的黑边对使用体验和美感没任何不适，至少对于我来说是这样。整个手机圆润一体，总之，此次购物，物流好，手机好，值。,钻石会员,3,1,5,10/11/2018 00:57,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12560372991,iphone8换到X4 8其实就是电池蹦，导致用的很不舒服。xr的全面屏也很喜欢 特别是手势操作 真的舒服 简单！电池也是真的很棒 非常的nice,金牌会员,4,1,5,20/03/2019 02:30,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12294165591,用了几天，还不错，反应特别快，刷脸很快，续航也给力，总之很满意，用的不错，值得购买,钻石会员,1,0,5,23/12/2018 14:35,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12081156206,很棒，昨晚八点多下单，十二点就收到拿快递的信息，手机手感好，运行流畅，不像网上说的那么差，认定了就不要犹豫。就等钢化膜和手机壳到了。,金牌会员,0,0,5,04/11/2018 15:07,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12711020089,"一直很犹豫要不要入手XR,各种屏幕分辨率低，粗黑边的吐槽，然而拿到手后，被它惊到了，调教后的屏幕异常舒服，根本感受不到低分辨率，大黑边也是很快就适应了。唯一担心到的是在更新系统后很长一段时间白苹果，以为变板砖了，直到电池耗尽充电后重启成功。信号也稳定，真香！比XS性价比高多了。",PLUS会员,0,1,5,30/04/2019 18:17,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12711431384,iPhone XR 128GB 珊珊色 移动联通电信4G手机 双卡双待，一款很不错的苹果手机?。使用几天感觉待机不错，中度使用一天一充可以坚持住，苹果手机的性能本就优秀，不会卡的感觉，果粉的信仰，还会继续关注苹果的动向。,PLUS会员,3,0,5,30/04/2019 20:23,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12667221145,次日达是太给力了，先说手机本身，续航简直无敌，谁用谁知道，屏幕非常清晰，不像网上说的那样，纯属诬陷xr，运行软件很快，吃鸡也是特别流畅，总之是爱不释手,PLUS会员[试用],6,0,5,19/04/2019 14:34,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
12425853293,"从上市前就关注，128G米国上市价5400-5500元左右，而国行要6999。所以一直没入手。旧手机电池太不给力，看到京东能免费分期，而且京东售后比较好，就下手了。外形来说，手机挺厚实笨重，不显档次。但是系统很好用，尤其是这些新的自带软件，Word,Excel等都可以轻松操作，非常适合我这种用手机工作的人。可立拍也很好玩。其实也很纠结安卓的克隆软件、分屏之类的强大功能，但是因为懒，不会用安卓，还有拷贝旧手机的数据比较麻烦，还是选择了xr，中规中矩，这款不算高端还算实用。",钻石会员,12,0,5,30/01/2019 14:27,Apple iPhone XR (A2108) 256GB 白色 移动联通电信4G手机 双卡双待
